,plantheight,plantwidth,phvalue,temp,humid,moist,growth,possible,light
4798,64,20,5,37,100,31,3.2,1,10693
4799,65,35,3,35,101,34,1.8571428571428572,0,10115
4800,107,22,7,39,80,39,4.863636363636363,1,11271
4801,79,39,5,17,68,38,2.0256410256410255,1,4913
4802,88,27,7,17,41,22,3.259259259259259,1,4913
4803,77,31,7,22,104,21,2.4838709677419355,1,6358
4804,83,16,9,31,80,28,5.1875,1,8959
4805,66,26,3,36,67,34,2.5384615384615383,1,10404
4806,48,22,9,26,77,35,2.1818181818181817,1,7514
4807,74,34,3,37,110,31,2.176470588235294,1,10693
4808,31,39,9,21,54,44,0.7948717948717948,0,6069
4809,36,34,9,30,88,18,1.0588235294117647,0,8670
4810,118,17,4,21,104,22,6.9411764705882355,1,6069
4811,96,24,3,38,57,42,4.0,1,10982
4812,43,25,4,20,86,19,1.72,0,5780
4813,62,36,7,39,77,34,1.7222222222222223,0,11271
4814,55,16,5,23,46,17,3.4375,1,6647
4815,52,17,9,26,52,16,3.0588235294117645,1,7514
4816,23,32,8,22,103,15,0.71875,0,6358
4817,106,31,6,19,94,23,3.4193548387096775,1,5491
4818,67,29,8,37,41,12,2.310344827586207,1,10693
4819,89,25,5,27,74,25,3.56,1,7803
4820,118,32,10,20,105,32,3.6875,1,5780
4821,44,35,4,30,62,40,1.2571428571428571,0,8670
4822,49,32,5,20,84,45,1.53125,0,5780
4823,49,36,4,22,81,20,1.3611111111111112,0,6358
4824,26,17,10,17,81,41,1.5294117647058822,0,4913
4825,15,26,8,37,58,37,0.5769230769230769,0,10693
4826,106,19,4,23,49,15,5.578947368421052,1,6647
4827,17,25,9,17,97,23,0.68,0,4913
4828,32,40,10,29,45,35,0.8,0,8381
4829,83,35,10,34,92,34,2.3714285714285714,1,9826
4830,63,29,9,27,98,29,2.1724137931034484,1,7803
4831,53,22,9,30,41,36,2.409090909090909,1,8670
4832,78,15,9,28,57,13,5.2,1,8092
4833,77,25,5,34,46,28,3.08,1,9826
4834,89,16,5,19,83,37,5.5625,1,5491
4835,31,35,6,21,104,27,0.8857142857142857,0,6069
4836,78,18,10,31,70,39,4.333333333333333,1,8959
4837,86,18,4,29,76,33,4.777777777777778,1,8381
4838,47,31,7,18,97,25,1.5161290322580645,0,5202
4839,103,33,3,26,79,26,3.121212121212121,1,7514
4840,62,26,9,33,84,41,2.3846153846153846,1,9537
4841,83,35,10,36,54,11,2.3714285714285714,1,10404
4842,89,38,10,26,57,43,2.3421052631578947,1,7514
4843,32,15,6,40,96,30,2.1333333333333333,1,11560
4844,34,38,7,25,71,29,0.8947368421052632,0,7225
4845,78,29,5,33,76,23,2.689655172413793,1,9537
4846,99,30,3,26,107,13,3.3,1,7514
4847,55,18,9,34,77,25,3.0555555555555554,1,9826
4848,103,24,9,32,69,29,4.291666666666667,1,9248
4849,103,37,10,18,79,10,2.7837837837837838,1,5202
4850,64,15,5,35,88,12,4.266666666666667,1,10115
4851,69,16,6,34,106,13,4.3125,1,9826
4852,106,22,8,23,87,41,4.818181818181818,1,6647
4853,113,33,10,40,75,29,3.4242424242424243,1,11560
4854,15,40,10,23,77,15,0.375,0,6647
4855,30,37,9,22,64,20,0.8108108108108109,0,6358
4856,63,30,3,25,91,45,2.1,1,7225
4857,16,24,4,38,79,32,0.6666666666666666,0,10982
4858,80,28,8,40,94,41,2.857142857142857,1,11560
4859,68,40,4,18,46,25,1.7,0,5202
4860,72,18,6,31,71,37,4.0,1,8959
4861,21,14,3,37,91,45,1.5,0,10693
4862,45,38,10,20,87,18,1.1842105263157894,0,5780
4863,58,22,8,20,110,19,2.6363636363636362,1,5780
4864,103,20,9,17,70,25,5.15,1,4913
4865,65,33,8,27,108,17,1.9696969696969697,0,7803
4866,114,30,9,30,58,17,3.8,1,8670
4867,37,32,10,27,44,23,1.15625,0,7803
4868,41,39,9,18,77,34,1.0512820512820513,0,5202
4869,76,27,4,30,81,44,2.814814814814815,1,8670
4870,97,33,5,21,59,30,2.9393939393939394,1,6069
4871,75,21,7,34,94,25,3.5714285714285716,1,9826
4872,51,16,7,37,74,34,3.1875,1,10693
4873,106,38,3,22,91,13,2.789473684210526,1,6358
4874,101,29,6,35,104,39,3.4827586206896552,1,10115
4875,23,19,10,34,89,33,1.2105263157894737,0,9826
4876,34,26,5,27,110,14,1.3076923076923077,0,7803
4877,37,23,7,33,83,27,1.608695652173913,0,9537
4878,115,27,4,39,77,43,4.2592592592592595,1,11271
4879,87,32,5,36,94,22,2.71875,1,10404
4880,75,20,8,27,50,35,3.75,1,7803
4881,82,33,4,23,54,28,2.484848484848485,1,6647
4882,113,18,9,33,103,23,6.277777777777778,1,9537
4883,90,26,9,24,47,36,3.4615384615384617,1,6936
4884,79,37,4,39,90,32,2.135135135135135,1,11271
4885,38,36,7,34,65,41,1.0555555555555556,0,9826
4886,59,25,6,35,54,20,2.36,1,10115
4887,98,26,6,25,82,38,3.769230769230769,1,7225
4888,55,22,9,20,105,15,2.5,1,5780
4889,35,24,5,20,103,17,1.4583333333333333,0,5780
4890,18,23,6,22,99,43,0.782608695652174,0,6358
4891,92,15,3,33,58,30,6.133333333333334,1,9537
4892,80,20,6,25,52,37,4.0,1,7225
4893,63,38,10,29,91,15,1.6578947368421053,0,8381
4894,50,30,5,20,109,16,1.6666666666666667,0,5780
4895,70,23,9,35,101,43,3.0434782608695654,1,10115
4896,104,16,4,23,65,33,6.5,1,6647
4897,92,38,10,31,81,27,2.4210526315789473,1,8959
4898,57,17,8,24,47,25,3.3529411764705883,1,6936
4899,74,19,8,38,99,33,3.8947368421052633,1,10982
4900,62,35,4,17,68,12,1.7714285714285714,0,4913
4901,46,39,8,27,67,14,1.1794871794871795,0,7803
4902,108,18,3,17,44,25,6.0,1,4913
4903,43,32,4,26,97,43,1.34375,0,7514
4904,68,23,8,37,100,10,2.9565217391304346,1,10693
4905,26,21,4,36,100,45,1.2380952380952381,0,10404
4906,64,32,3,29,109,22,2.0,0,8381
4907,55,35,3,30,104,36,1.5714285714285714,0,8670
4908,71,16,5,22,99,25,4.4375,1,6358
4909,46,18,10,29,55,45,2.5555555555555554,1,8381
4910,83,18,5,25,55,38,4.611111111111111,1,7225
4911,111,22,6,28,74,20,5.045454545454546,1,8092
4912,22,25,7,33,73,45,0.88,0,9537
4913,60,29,5,25,73,10,2.0689655172413794,1,7225
4914,56,15,10,39,43,38,3.7333333333333334,1,11271
4915,104,34,4,33,109,13,3.0588235294117645,1,9537
4916,83,22,8,22,97,12,3.772727272727273,1,6358
4917,16,30,7,20,40,10,0.5333333333333333,0,5780
4918,52,32,8,30,99,35,1.625,0,8670
4919,110,18,6,27,68,27,6.111111111111111,1,7803
4920,63,39,5,28,42,11,1.6153846153846154,0,8092
4921,85,17,8,23,104,37,5.0,1,6647
4922,74,38,10,30,59,14,1.9473684210526316,0,8670
4923,105,32,7,20,107,29,3.28125,1,5780
4924,29,24,3,20,87,19,1.2083333333333333,0,5780
4925,29,21,8,37,98,20,1.380952380952381,0,10693
4926,104,22,5,17,110,45,4.7272727272727275,1,4913
4927,115,29,5,29,52,41,3.9655172413793105,1,8381
4928,25,30,4,33,68,23,0.8333333333333334,0,9537
4929,110,18,8,22,56,21,6.111111111111111,1,6358
4930,65,34,8,17,92,32,1.911764705882353,0,4913
4931,62,31,10,24,91,10,2.0,0,6936
4932,65,39,10,24,110,23,1.6666666666666667,0,6936
4933,91,31,6,19,93,23,2.935483870967742,1,5491
4934,17,29,9,30,41,40,0.5862068965517241,0,8670
4935,19,28,5,30,49,26,0.6785714285714286,0,8670
4936,51,34,7,19,56,13,1.5,0,5491
4937,19,14,8,25,85,37,1.3571428571428572,0,7225
4938,21,37,10,31,68,15,0.5675675675675675,0,8959
4939,39,25,6,37,77,12,1.56,0,10693
4940,104,39,10,40,70,10,2.6666666666666665,1,11560
4941,72,26,10,28,88,45,2.769230769230769,1,8092
4942,57,34,5,38,52,40,1.6764705882352942,0,10982
4943,120,28,3,35,107,33,4.285714285714286,1,10115
4944,69,22,4,18,74,45,3.1363636363636362,1,5202
4945,119,25,10,40,54,26,4.76,1,11560
4946,101,14,8,33,90,33,7.214285714285714,1,9537
4947,67,32,6,17,96,23,2.09375,1,4913
4948,25,30,6,36,82,13,0.8333333333333334,0,10404
4949,61,24,7,38,73,40,2.5416666666666665,1,10982
4950,103,30,7,25,94,31,3.433333333333333,1,7225
4951,109,23,4,35,108,43,4.739130434782608,1,10115
4952,62,32,3,22,72,22,1.9375,0,6358
4953,85,19,3,27,75,45,4.473684210526316,1,7803
4954,41,29,3,30,62,29,1.4137931034482758,0,8670
4955,94,14,9,27,99,35,6.714285714285714,1,7803
4956,72,25,7,28,104,15,2.88,1,8092
4957,72,18,3,31,94,39,4.0,1,8959
4958,59,34,10,36,44,44,1.7352941176470589,0,10404
4959,82,38,3,29,103,18,2.1578947368421053,1,8381
4960,76,27,10,22,51,20,2.814814814814815,1,6358
4961,27,30,9,37,55,36,0.9,0,10693
4962,80,15,4,18,72,43,5.333333333333333,1,5202
4963,29,40,6,18,108,16,0.725,0,5202
4964,47,18,7,18,40,14,2.611111111111111,1,5202
4965,63,35,8,26,52,40,1.8,0,7514
4966,23,22,7,26,66,38,1.0454545454545454,0,7514
4967,26,25,6,27,59,37,1.04,0,7803
4968,76,30,3,17,78,15,2.533333333333333,1,4913
4969,33,14,6,26,66,22,2.357142857142857,1,7514
4970,110,32,9,20,59,13,3.4375,1,5780
4971,77,22,9,22,102,18,3.5,1,6358
4972,43,36,4,38,81,42,1.1944444444444444,0,10982
4973,114,29,3,34,60,24,3.9310344827586206,1,9826
4974,82,28,4,27,61,22,2.9285714285714284,1,7803
4975,59,15,10,18,101,32,3.933333333333333,1,5202
4976,64,29,9,37,41,24,2.206896551724138,1,10693
4977,46,36,4,24,52,16,1.2777777777777777,0,6936
4978,29,16,8,19,60,20,1.8125,0,5491
4979,116,29,8,33,68,20,4.0,1,9537
4980,58,34,6,25,50,32,1.7058823529411764,0,7225
4981,89,40,8,26,61,43,2.225,1,7514
4982,106,21,7,24,68,16,5.0476190476190474,1,6936
4983,73,26,10,23,86,32,2.8076923076923075,1,6647
4984,50,39,4,37,50,15,1.2820512820512822,0,10693
4985,84,19,9,21,52,29,4.421052631578948,1,6069
4986,119,33,9,31,81,10,3.606060606060606,1,8959
4987,37,26,9,32,47,11,1.4230769230769231,0,9248
4988,36,38,10,31,80,14,0.9473684210526315,0,8959
4989,26,31,9,25,71,25,0.8387096774193549,0,7225
4990,70,31,7,19,96,27,2.2580645161290325,1,5491
4991,75,24,4,19,68,13,3.125,1,5491
4992,42,16,3,35,58,29,2.625,1,10115
4993,100,20,9,34,47,37,5.0,1,9826
4994,106,35,5,33,59,42,3.0285714285714285,1,9537
4995,109,37,7,37,89,18,2.945945945945946,1,10693
4996,96,39,10,23,41,16,2.4615384615384617,1,6647
4997,110,32,10,29,91,33,3.4375,1,8381
4998,45,14,7,36,41,19,3.2142857142857144,1,10404
4999,105,19,10,37,52,40,5.526315789473684,1,10693
5000,87,18,4,26,45,35,4.833333333333333,1,7514
5001,30,16,8,34,100,24,1.875,0,9826
5002,118,24,7,18,59,27,4.916666666666667,1,5202
5003,36,34,5,28,97,40,1.0588235294117647,0,8092
5004,58,15,7,22,67,34,3.8666666666666667,1,6358
5005,53,29,6,17,53,42,1.8275862068965518,0,4913
5006,62,24,6,25,69,36,2.5833333333333335,1,7225
5007,80,20,10,20,89,14,4.0,1,5780
5008,73,39,4,28,109,15,1.8717948717948718,0,8092
5009,120,34,5,33,75,21,3.5294117647058822,1,9537
5010,33,31,3,21,61,15,1.064516129032258,0,6069
5011,98,17,5,26,96,22,5.764705882352941,1,7514
5012,94,23,4,29,64,40,4.086956521739131,1,8381
5013,41,21,10,28,59,39,1.9523809523809523,0,8092
5014,114,39,5,26,76,22,2.923076923076923,1,7514
5015,16,29,5,18,54,34,0.5517241379310345,0,5202
5016,29,21,5,25,83,12,1.380952380952381,0,7225
5017,118,40,5,35,104,36,2.95,1,10115
5018,120,24,10,28,95,42,5.0,1,8092
5019,33,15,9,26,46,11,2.2,1,7514
5020,43,24,3,35,103,32,1.7916666666666667,0,10115
5021,50,35,9,19,42,42,1.4285714285714286,0,5491
5022,61,28,5,37,62,34,2.1785714285714284,1,10693
5023,40,33,6,31,97,38,1.2121212121212122,0,8959
5024,45,34,4,35,60,41,1.3235294117647058,0,10115
5025,69,23,9,40,53,41,3.0,1,11560
5026,60,33,4,37,72,32,1.8181818181818181,0,10693
5027,102,25,9,28,93,39,4.08,1,8092
5028,84,29,3,29,93,34,2.896551724137931,1,8381
5029,24,14,8,37,71,41,1.7142857142857142,0,10693
5030,56,27,5,20,85,12,2.074074074074074,1,5780
5031,118,31,9,28,104,33,3.806451612903226,1,8092
5032,99,35,8,20,73,40,2.8285714285714287,1,5780
5033,100,22,4,34,44,20,4.545454545454546,1,9826
5034,93,14,7,37,54,39,6.642857142857143,1,10693
5035,40,36,9,33,72,22,1.1111111111111112,0,9537
5036,31,35,6,25,73,19,0.8857142857142857,0,7225
5037,94,36,8,35,92,17,2.611111111111111,1,10115
5038,91,34,3,40,51,16,2.676470588235294,1,11560
5039,56,39,9,25,110,30,1.435897435897436,0,7225
5040,75,21,7,28,107,28,3.5714285714285716,1,8092
5041,70,17,3,30,87,14,4.117647058823529,1,8670
5042,106,26,3,26,95,22,4.076923076923077,1,7514
5043,41,24,8,21,76,40,1.7083333333333333,0,6069
5044,103,38,7,35,109,12,2.710526315789474,1,10115
5045,35,31,5,27,54,17,1.1290322580645162,0,7803
5046,109,25,5,17,94,19,4.36,1,4913
5047,67,27,3,30,41,43,2.4814814814814814,1,8670
5048,91,33,7,36,105,33,2.757575757575758,1,10404
5049,116,20,4,19,78,34,5.8,1,5491
5050,37,37,9,18,58,12,1.0,0,5202
5051,21,32,10,20,43,10,0.65625,0,5780
5052,37,31,9,28,57,24,1.1935483870967742,0,8092
5053,105,16,9,36,84,19,6.5625,1,10404
5054,27,30,9,27,84,37,0.9,0,7803
5055,92,36,10,29,71,36,2.5555555555555554,1,8381
5056,51,18,4,28,47,14,2.8333333333333335,1,8092
5057,110,33,10,24,53,28,3.3333333333333335,1,6936
5058,54,22,7,18,64,38,2.4545454545454546,1,5202
5059,91,35,4,34,57,26,2.6,1,9826
5060,46,35,10,37,43,14,1.3142857142857143,0,10693
5061,76,20,7,17,102,16,3.8,1,4913
5062,90,28,4,32,41,33,3.2142857142857144,1,9248
5063,49,19,4,25,76,31,2.5789473684210527,1,7225
5064,57,28,10,18,43,41,2.0357142857142856,1,5202
5065,20,23,5,26,71,25,0.8695652173913043,0,7514
5066,71,18,4,39,41,30,3.9444444444444446,1,11271
5067,98,33,6,27,53,18,2.9696969696969697,1,7803
5068,115,27,3,40,95,44,4.2592592592592595,1,11560
5069,26,23,5,31,98,14,1.1304347826086956,0,8959
5070,39,26,6,19,86,33,1.5,0,5491
5071,52,15,9,38,45,10,3.466666666666667,1,10982
5072,120,27,8,20,88,37,4.444444444444445,1,5780
5073,85,35,3,18,66,38,2.4285714285714284,1,5202
5074,22,34,10,25,93,26,0.6470588235294118,0,7225
5075,25,40,8,22,80,42,0.625,0,6358
5076,87,32,9,37,78,37,2.71875,1,10693
5077,23,34,7,24,87,16,0.6764705882352942,0,6936
5078,15,31,9,23,85,21,0.4838709677419355,0,6647
5079,41,15,6,36,52,35,2.7333333333333334,1,10404
5080,57,16,10,25,106,29,3.5625,1,7225
5081,24,21,3,24,43,39,1.1428571428571428,0,6936
5082,34,15,8,27,86,20,2.2666666666666666,1,7803
5083,20,24,7,17,70,42,0.8333333333333334,0,4913
5084,60,34,8,18,86,43,1.7647058823529411,0,5202
5085,80,21,5,32,109,45,3.8095238095238093,1,9248
5086,35,32,7,17,74,12,1.09375,0,4913
5087,56,32,9,35,98,28,1.75,0,10115
5088,71,38,7,29,73,24,1.868421052631579,0,8381
5089,104,15,6,21,43,21,6.933333333333334,1,6069
5090,23,19,6,36,99,11,1.2105263157894737,0,10404
5091,67,40,8,25,70,25,1.675,0,7225
5092,29,28,10,36,43,22,1.0357142857142858,0,10404
5093,15,26,4,33,56,18,0.5769230769230769,0,9537
5094,75,36,10,38,49,40,2.0833333333333335,1,10982
5095,93,27,5,39,75,25,3.4444444444444446,1,11271
5096,59,20,9,21,94,29,2.95,1,6069
5097,62,17,8,27,93,43,3.6470588235294117,1,7803
5098,34,16,5,17,93,32,2.125,1,4913
5099,101,28,9,29,103,41,3.607142857142857,1,8381
5100,18,14,8,39,78,41,1.2857142857142858,0,11271
5101,70,15,6,25,78,21,4.666666666666667,1,7225
5102,70,27,4,18,91,37,2.5925925925925926,1,5202
5103,22,21,8,31,65,26,1.0476190476190477,0,8959
5104,100,15,8,30,40,40,6.666666666666667,1,8670
5105,78,20,4,30,90,11,3.9,1,8670
5106,83,29,3,19,87,23,2.8620689655172415,1,5491
5107,31,18,7,31,47,10,1.7222222222222223,0,8959
5108,117,37,4,25,105,13,3.1621621621621623,1,7225
5109,109,32,4,31,55,36,3.40625,1,8959
5110,70,20,5,33,102,39,3.5,1,9537
5111,101,17,6,25,41,15,5.9411764705882355,1,7225
5112,89,25,4,25,103,26,3.56,1,7225
5113,37,21,10,24,55,31,1.7619047619047619,0,6936
5114,65,25,6,25,92,32,2.6,1,7225
5115,69,31,9,24,44,27,2.225806451612903,1,6936
5116,75,31,10,26,92,22,2.4193548387096775,1,7514
5117,55,18,5,37,84,32,3.0555555555555554,1,10693
5118,38,18,9,29,109,34,2.111111111111111,1,8381
5119,114,21,9,35,97,15,5.428571428571429,1,10115
5120,66,28,7,25,67,20,2.357142857142857,1,7225
5121,118,28,9,29,73,22,4.214285714285714,1,8381
5122,32,28,9,35,44,21,1.1428571428571428,0,10115
5123,103,39,9,31,98,35,2.641025641025641,1,8959
5124,76,28,6,32,57,45,2.7142857142857144,1,9248
5125,28,20,3,24,77,36,1.4,0,6936
5126,16,24,6,40,42,25,0.6666666666666666,0,11560
5127,52,33,8,33,87,20,1.5757575757575757,0,9537
5128,20,25,9,24,94,12,0.8,0,6936
5129,21,34,9,20,63,43,0.6176470588235294,0,5780
5130,84,40,4,35,86,29,2.1,1,10115
5131,118,18,10,38,81,34,6.555555555555555,1,10982
5132,45,37,3,19,99,32,1.2162162162162162,0,5491
5133,39,29,4,26,85,11,1.3448275862068966,0,7514
5134,59,27,8,21,76,29,2.185185185185185,1,6069
5135,66,25,3,29,70,15,2.64,1,8381
5136,115,30,3,40,107,16,3.8333333333333335,1,11560
5137,75,36,6,31,96,31,2.0833333333333335,1,8959
5138,92,17,6,34,74,34,5.411764705882353,1,9826
5139,114,21,5,28,58,33,5.428571428571429,1,8092
5140,103,20,8,17,85,36,5.15,1,4913
5141,57,37,3,28,40,23,1.5405405405405406,0,8092
5142,107,38,3,20,40,16,2.8157894736842106,1,5780
5143,107,26,9,29,46,19,4.115384615384615,1,8381
5144,118,24,7,24,63,25,4.916666666666667,1,6936
5145,69,38,7,23,83,30,1.8157894736842106,0,6647
5146,98,39,5,32,82,20,2.5128205128205128,1,9248
5147,86,30,8,36,57,18,2.8666666666666667,1,10404
5148,26,26,10,24,110,35,1.0,0,6936
5149,84,19,4,28,42,24,4.421052631578948,1,8092
5150,66,28,9,31,44,32,2.357142857142857,1,8959
5151,65,33,3,18,86,20,1.9696969696969697,0,5202
5152,29,35,4,38,96,16,0.8285714285714286,0,10982
5153,92,15,10,19,79,19,6.133333333333334,1,5491
5154,80,23,8,32,97,36,3.4782608695652173,1,9248
5155,30,23,6,35,109,29,1.3043478260869565,0,10115
5156,52,28,5,21,80,27,1.8571428571428572,0,6069
5157,77,33,5,21,46,28,2.3333333333333335,1,6069
5158,29,22,6,23,103,14,1.3181818181818181,0,6647
5159,72,30,5,25,66,18,2.4,1,7225
5160,88,20,6,28,58,15,4.4,1,8092
5161,50,21,10,24,76,17,2.380952380952381,1,6936
5162,22,28,10,35,89,19,0.7857142857142857,0,10115
5163,118,34,8,20,41,24,3.4705882352941178,1,5780
5164,42,18,3,19,108,36,2.3333333333333335,1,5491
5165,26,17,10,30,95,40,1.5294117647058822,0,8670
5166,48,40,9,29,87,32,1.2,0,8381
5167,63,26,10,19,108,22,2.423076923076923,1,5491
5168,78,34,4,28,76,29,2.2941176470588234,1,8092
5169,20,17,10,40,83,14,1.1764705882352942,0,11560
5170,116,14,6,21,42,30,8.285714285714286,1,6069
5171,64,14,5,32,65,27,4.571428571428571,1,9248
5172,77,15,5,34,45,42,5.133333333333334,1,9826
5173,62,19,4,31,98,23,3.263157894736842,1,8959
5174,26,35,10,24,72,39,0.7428571428571429,0,6936
5175,60,20,7,30,69,25,3.0,1,8670
5176,81,32,7,17,82,42,2.53125,1,4913
5177,23,39,7,22,60,13,0.5897435897435898,0,6358
5178,81,23,5,26,76,21,3.5217391304347827,1,7514
5179,108,35,7,38,45,19,3.085714285714286,1,10982
5180,35,38,10,31,100,38,0.9210526315789473,0,8959
5181,102,40,4,20,56,31,2.55,1,5780
5182,117,23,6,26,74,34,5.086956521739131,1,7514
5183,94,31,10,27,69,10,3.032258064516129,1,7803
5184,107,38,4,36,68,36,2.8157894736842106,1,10404
5185,117,14,5,23,46,23,8.357142857142858,1,6647
5186,72,35,10,38,76,39,2.057142857142857,1,10982
5187,24,16,8,18,83,22,1.5,0,5202
5188,88,17,3,29,49,40,5.176470588235294,1,8381
5189,33,23,9,17,81,25,1.434782608695652,0,4913
5190,51,21,5,19,68,12,2.4285714285714284,1,5491
5191,53,25,6,38,93,24,2.12,1,10982
5192,110,40,9,22,65,16,2.75,1,6358
5193,38,32,3,31,71,14,1.1875,0,8959
5194,66,35,3,36,104,37,1.8857142857142857,0,10404
5195,57,16,9,23,83,36,3.5625,1,6647
5196,98,24,6,31,106,32,4.083333333333333,1,8959
5197,54,23,9,30,72,14,2.347826086956522,1,8670
5198,85,29,6,18,59,41,2.9310344827586206,1,5202
5199,89,38,4,36,76,18,2.3421052631578947,1,10404
5200,50,16,10,27,73,17,3.125,1,7803
5201,78,34,4,29,72,13,2.2941176470588234,1,8381
5202,72,29,8,36,106,43,2.4827586206896552,1,10404
5203,27,23,9,39,79,42,1.173913043478261,0,11271
5204,83,40,6,17,96,14,2.075,1,4913
5205,39,14,7,31,108,21,2.7857142857142856,1,8959
5206,75,32,6,36,109,28,2.34375,1,10404
5207,74,27,5,20,40,45,2.740740740740741,1,5780
5208,63,22,5,28,78,44,2.8636363636363638,1,8092
5209,20,21,8,26,105,42,0.9523809523809523,0,7514
5210,63,15,8,19,65,30,4.2,1,5491
5211,47,34,8,19,108,40,1.3823529411764706,0,5491
5212,23,30,7,21,97,11,0.7666666666666667,0,6069
5213,104,39,3,25,103,43,2.6666666666666665,1,7225
5214,61,33,9,18,71,10,1.8484848484848484,0,5202
5215,90,26,4,23,88,44,3.4615384615384617,1,6647
5216,55,34,7,34,59,14,1.6176470588235294,0,9826
5217,73,16,7,35,94,34,4.5625,1,10115
5218,85,32,7,40,104,31,2.65625,1,11560
5219,51,26,10,40,67,17,1.9615384615384615,0,11560
5220,81,19,3,28,87,43,4.2631578947368425,1,8092
5221,76,15,9,37,76,21,5.066666666666666,1,10693
5222,53,23,10,27,84,35,2.3043478260869565,1,7803
5223,108,21,9,26,58,36,5.142857142857143,1,7514
5224,118,40,3,24,69,22,2.95,1,6936
5225,97,33,5,40,91,11,2.9393939393939394,1,11560
5226,39,27,8,28,74,23,1.4444444444444444,0,8092
5227,83,40,6,19,60,34,2.075,1,5491
5228,93,31,10,19,71,36,3.0,1,5491
5229,24,27,9,37,84,13,0.8888888888888888,0,10693
5230,24,14,5,27,89,40,1.7142857142857142,0,7803
5231,43,30,3,19,53,44,1.4333333333333333,0,5491
5232,82,16,9,21,91,32,5.125,1,6069
5233,17,22,10,28,90,39,0.7727272727272727,0,8092
5234,29,33,8,32,57,11,0.8787878787878788,0,9248
5235,90,19,10,32,72,13,4.7368421052631575,1,9248
5236,46,30,5,37,63,35,1.5333333333333334,0,10693
5237,28,37,5,37,106,40,0.7567567567567568,0,10693
5238,100,35,9,21,93,30,2.857142857142857,1,6069
5239,105,22,6,36,80,30,4.7727272727272725,1,10404
5240,40,35,7,29,106,38,1.1428571428571428,0,8381
5241,26,15,4,36,51,37,1.7333333333333334,0,10404
5242,73,29,7,17,107,20,2.5172413793103448,1,4913
5243,114,37,9,17,106,45,3.081081081081081,1,4913
5244,94,39,8,22,50,45,2.41025641025641,1,6358
5245,37,14,4,27,40,23,2.642857142857143,1,7803
5246,46,22,8,35,105,29,2.090909090909091,1,10115
5247,28,31,5,31,75,39,0.9032258064516129,0,8959
5248,24,33,8,27,44,18,0.7272727272727273,0,7803
5249,25,27,4,30,92,13,0.9259259259259259,0,8670
5250,69,16,6,26,104,21,4.3125,1,7514
5251,69,18,3,33,90,14,3.8333333333333335,1,9537
5252,61,17,3,34,91,14,3.588235294117647,1,9826
5253,61,39,5,17,43,43,1.564102564102564,0,4913
5254,102,25,10,30,48,36,4.08,1,8670
5255,34,28,7,37,69,18,1.2142857142857142,0,10693
5256,17,39,7,21,78,20,0.4358974358974359,0,6069
5257,82,15,7,29,110,38,5.466666666666667,1,8381
5258,18,26,3,35,85,17,0.6923076923076923,0,10115
5259,20,14,5,19,91,22,1.4285714285714286,0,5491
5260,56,40,5,39,54,20,1.4,0,11271
5261,82,22,4,29,70,18,3.727272727272727,1,8381
5262,51,22,8,17,66,13,2.3181818181818183,1,4913
5263,83,16,8,21,61,16,5.1875,1,6069
5264,16,24,3,23,66,11,0.6666666666666666,0,6647
5265,110,39,9,18,90,17,2.8205128205128207,1,5202
5266,32,31,10,32,66,17,1.032258064516129,0,9248
5267,52,19,8,21,62,26,2.736842105263158,1,6069
5268,93,39,8,24,93,29,2.3846153846153846,1,6936
5269,34,15,3,25,60,20,2.2666666666666666,1,7225
5270,84,33,7,20,72,16,2.5454545454545454,1,5780
5271,56,15,3,29,109,12,3.7333333333333334,1,8381
5272,66,20,9,29,57,29,3.3,1,8381
5273,30,19,4,26,78,37,1.5789473684210527,0,7514
5274,25,16,10,26,102,22,1.5625,0,7514
5275,98,37,8,32,76,34,2.6486486486486487,1,9248
5276,80,16,10,39,66,44,5.0,1,11271
5277,16,37,6,26,84,20,0.43243243243243246,0,7514
5278,92,14,9,32,97,22,6.571428571428571,1,9248
5279,15,15,4,22,92,28,1.0,0,6358
5280,18,33,7,28,100,10,0.5454545454545454,0,8092
5281,67,34,3,24,45,28,1.9705882352941178,0,6936
5282,97,35,6,39,107,34,2.7714285714285714,1,11271
5283,51,29,8,22,97,41,1.7586206896551724,0,6358
5284,93,29,7,37,70,33,3.206896551724138,1,10693
5285,32,18,10,24,58,35,1.7777777777777777,0,6936
5286,44,15,8,18,58,45,2.933333333333333,1,5202
5287,116,29,4,39,47,15,4.0,1,11271
5288,63,37,9,31,92,18,1.7027027027027026,0,8959
5289,58,28,8,30,52,30,2.0714285714285716,1,8670
5290,65,39,5,38,83,40,1.6666666666666667,0,10982
5291,39,17,7,36,67,12,2.2941176470588234,1,10404
5292,84,19,6,30,90,36,4.421052631578948,1,8670
5293,115,37,7,17,81,22,3.108108108108108,1,4913
5294,120,25,3,37,95,30,4.8,1,10693
5295,77,18,4,28,93,21,4.277777777777778,1,8092
5296,58,22,4,17,101,10,2.6363636363636362,1,4913
5297,32,17,8,30,57,40,1.8823529411764706,0,8670
5298,41,22,8,24,51,35,1.8636363636363635,0,6936
5299,118,34,5,20,57,39,3.4705882352941178,1,5780
5300,60,31,3,37,94,27,1.935483870967742,0,10693
5301,80,19,5,28,41,32,4.2105263157894735,1,8092
5302,72,40,9,33,58,19,1.8,0,9537
5303,48,27,6,20,44,45,1.7777777777777777,0,5780
